s -c2-s     62.5      121.67 
s4-c2-s4    61.9      120.32 
s4-c2-s6    62.0      119.95 
s6-c2-s6    62.0      119.97 
sh-c2-sh    64.1      110.48 
sh-c2-ss    62.7      117.82 
ss-c2-ss    62.8      120.24 
br-c3-br    66.6      111.75 
br-c3-c1    62.8      111.80 
br-c3-c3    63.0      109.25 
br-c3-h1    43.1      103.04 
br-c3-hc    42.4      106.50 
c -c3-c     63.7      112.95 
c -c3-c2    64.6      109.73 
c -c3-c3    63.8      110.53 
c -c3-ca    64.1      111.23 
c -c3-h1    47.6      107.66 
c -c3-hc    47.2      109.68 
c -c3-hx    47.4      108.64 
c -c3-n     66.7      111.56 
c -c3-n3    65.8      113.91 
c -c3-n4    65.8      111.54 
c -c3-na    68.6      105.72 
c -c3-oh    68.4      109.46 
c -c3-os    68.0      109.82 
c -c3-ss    61.7      111.58 
c1-c3-c1    66.5      109.00 
c1-c3-c3    64.2      111.59 
c1-c3-cl    58.5      110.63 
c1-c3-h1    49.1      105.97 
c1-c3-hc    48.3      109.75 
c1-c3-os    68.1      112.83 
c2-c3-c2    64.6      109.71 
c2-c3-c3    63.7      110.96 
c2-c3-f     66.4      111.30 
c2-c3-h1    47.0      110.46 
c2-c3-hc    47.0      110.49 
c2-c3-n3    66.5      111.47 
c2-c3-oh    68.3      109.72 
c2-c3-os    68.3      108.88 
c2-c3-ss    63.6      104.97 
c3-c3-c3    63.2      110.63 
c3-c3-ca    62.5      114.61 
c3-c3-cc    64.7      108.10 
c3-c3-cd    64.7      108.10 
c3-c3-cl    57.8      110.33 
c3-c3-cx    65.6      104.10 
c3-c3-cy    63.6      109.62 
c3-c3-f     66.2      109.41 
c3-c3-h1    46.4      110.07 
c3-c3-h2    46.0      111.59 
c3-c3-hc    46.4      110.05 
c3-c3-hx    46.0      111.74 
c3-c3-i     58.5      110.96 
c3-c3-n     65.9      112.13 
c3-c3-n2    66.4      109.16 
c3-c3-n3    66.2      110.38 
c3-c3-n4    66.0      108.93 
c3-c3-na    65.8      112.59 
c3-c3-nh    66.6      109.78 
c3-c3-oh    67.7      109.43 
c3-c3-os    67.8      108.42 
c3-c3-p5    77.0      114.24 
c3-c3-s6    62.4      111.90 
c3-c3-sh    61.5      111.09 
c3-c3-ss    61.1      112.69 
ca-c3-ca    63.6      112.47 
ca-c3-cc    65.2      108.08 
ca-c3-cd    65.2      108.08 
ca-c3-h1    46.8      110.95 
ca-c3-hc    47.0      110.15 
ca-c3-n2    66.0      112.10 
ca-c3-nc    68.2      106.51 
ca-c3-nd    68.2      106.51 
ca-c3-oh    67.2      112.97 
ca-c3-os    67.7      110.51 
cc-c3-cc    65.5      107.99 
cd-c3-cd    65.5      107.99 
cc-c3-cd    67.3      102.35 
cc-c3-h1    47.0      111.62 
cd-c3-h1    47.0      111.62 
cc-c3-hc    47.2      110.86 
cd-c3-hc    47.2      110.86 
cc-c3-nc    68.4      107.04 
cd-c3-nd    68.4      107.04 
cc-c3-os    67.8      111.28 
cd-c3-os    67.8      111.28 
cd-c3-sh    61.1      114.02 
cc-c3-sh    61.1      114.02 
ce-c3-hc    47.0      110.98 
cf-c3-hc    47.0      110.98 
cl-c3-cl    54.2      111.03 
cl-c3-f     59.0      109.60 
cl-c3-h1    40.7      105.93 
cl-c3-hc    40.3      107.65 
cx-c3-hc    46.7      111.35 
cy-c3-hc    46.5      110.17 
f -c3-f     71.3      107.16 
f -c3-h1    51.6      107.85 
f -c3-h2    51.4      108.41 
f -c3-hc    51.3      108.92 
f -c3-n2    69.2      110.40 
h1-c3-h1    39.2      109.55 
h1-c3-n     49.8      109.32 
h1-c3-n2    49.3      109.61 
h1-c3-n3    49.4      109.92 
h1-c3-na    49.9      109.45 
h1-c3-nc    50.1      108.57 
h1-c3-nd    50.1      108.57 
h1-c3-nh    49.7      109.96 
h1-c3-no    48.1      107.56 
h1-c3-o     52.0      117.19 
h1-c3-oh    51.0      109.88 
h1-c3-os    50.8      108.82 
h1-c3-s     41.2      112.60 
h1-c3-s4    42.9      108.66 
h1-c3-s6    43.9      108.11 
h1-c3-sh    42.4      109.21 
h1-c3-ss    42.4      109.34 
h1-c3-sx    42.8      108.69 
h1-c3-sy    43.7      108.09 
h2-c3-h2    39.0      109.19 
h2-c3-i     38.7      104.99 
h2-c3-n     50.0      108.31 
h2-c3-n2    49.1      110.22 
h2-c3-n3    49.3      109.91 
h2-c3-na    50.3      107.66 
h2-c3-nc    49.8      109.47 
h2-c3-nd    49.8      109.47 
h2-c3-nh    49.5      110.80 
h2-c3-no    47.8      108.69 
h2-c3-o     53.8      108.97 
h2-c3-oh    51.3      108.30 
h2-c3-os    50.8      108.58 
h2-c3-s     42.3      106.75 
h2-c3-s4    42.9      108.58 
h2-c3-s6    43.8      108.42 
h2-c3-sh    42.7      107.87 
h2-c3-ss    42.3      109.75 
h3-c3-n3    50.1      106.77 
h3-c3-nc    49.9      109.37 
h3-c3-nd    49.9      109.37 
h3-c3-nh    50.0      108.93 
hc-c3-hc    39.4      108.35 
hc-c3-i     38.6      104.99 
hc-c3-n     49.8      109.50 
hc-c3-n2    49.3      109.50 
hc-c3-n3    49.4      109.80 
hc-c3-n4    49.0      107.90 
hc-c3-na    49.9      109.50 
hc-c3-nh    49.4      111.54 
hc-c3-no    48.2      107.20 
hc-c3-oh    51.1      109.50 
hc-c3-os    50.9      108.70 
hc-c3-p2    52.4      110.18 
hc-c3-p3    52.7      110.14 
hc-c3-p4    53.2      109.59 
hc-c3-p5    53.8      109.64 
hc-c3-px    53.5      109.74 
hc-c3-py    53.9      109.54 
hc-c3-s4    43.1      107.50 
hc-c3-s6    43.8      108.20 
hc-c3-sh    42.7      107.87 
hc-c3-ss    42.5      108.76 
hx-c3-hx    39.0      110.74 
hx-c3-n4    49.0      107.91 
i -c3-i     62.0      113.12 
n -c3-n     68.8      113.81 
n2-c3-n2    69.9      107.70 
n2-c3-os    71.1      108.03 
n3-c3-n3    69.3      110.48 
n3-c3-nc    68.8      113.29 
n3-c3-nd    68.8      113.29 
n3-c3-nh    71.1      105.80 
n4-c3-n4    67.1      113.32 
na-c3-na    69.1      113.49 
na-c3-os    71.2      109.19 
nc-c3-nc    70.0      110.61 
nd-c3-nd    70.0      110.61 
nc-c3-nh    69.3      112.43 
nd-c3-nh    69.3      112.43 
nc-c3-os    69.3      115.41 
nd-c3-os    69.3      115.41 
nh-c3-nh    71.4      105.87 
no-c3-no    67.0      108.76 
o -c3-o     73.4      122.30 
oh-c3-oh    72.1      111.08 
oh-c3-os    71.1      113.27 
oh-c3-sh    63.3      115.46 
os-c3-os    71.7      110.24 
os-c3-ss    65.0      109.20 
p2-c3-p2    98.2      110.48 
p3-c3-p3    98.9      110.16 
